NAME	TEAM1516	Height	Weight	OverallRating	crossing	finishing	heading_accuracy	short_passing	volleys	dribbling	curve	free_kick_accuracy	long_passing	ball_control	acceleration	sprint_speed	agility	reactions	balance	shot_power	jumping	stamina	strength	long_shots	aggression	interceptions	positioning	vision	penalties	marking	standing_tackle	sliding_tackle	GKdiving	GKhandling	GKkicking	GKpositioning	GKreflexes
Egor_Filipenko	9864	193.04	185	67	49	28	68	56	21	28	38	40	46	39	58	62	58	67	40	44	65	59	74	38	72	67	50	56	42	70	70	65	6	9	18	13	12
Giedrius_Arlauskis	8558	182.88	176	71	18	13	14	14	12	11	15	16	11	18	33	34	38	42	52	13	57	38	40	10	33	15	12	31	10	10	12	12	73	65	70	74	79
Yuri_Berchiche	8560	177.8	170	67	69	33	59	61	50	65	71	50	58	68	77	78	75	56	73	75	83	81	73	67	84	53	42	44	55	69	69	71	11	12	11	7	10
Javi_Moreno_Marquez	7878	177.8	157	71	65	62	48	77	66	68	76	67	80	75	65	63	70	71	71	82	58	61	65	75	59	63	63	79	67	52	58	53	11	12	17	12	11
Hernan_Perez	8558	180.34	170	70	65	67	52	65	57	75	61	50	61	72	78	79	77	68	69	78	75	75	66	72	69	41	72	64	50	21	23	17	12	13	18	9	15
Sofiane_Feghouli	10267	177.8	165	77	75	69	53	74	71	83	56	67	69	81	83	83	84	77	76	77	70	77	58	70	49	42	77	73	60	30	43	33	12	9	18	12	10
Toni_Kroos	8633	182.88	172	82	83	73	51	86	82	81	86	81	82	84	61	59	75	81	74	81	57	72	67	84	49	66	74	86	69	39	54	48	9	13	24	10	12
Federico_Fazio	8302	195.58	201	75	40	41	81	64	34	51	43	36	56	65	49	51	43	74	55	61	60	70	85	25	74	74	44	55	38	75	79	75	7	11	19	13	15
Diego_Alves	10267	187.96	183	79	21	17	19	34	18	18	16	19	44	23	56	57	69	76	61	29	83	50	66	21	44	34	32	44	34	18	18	17	86	71	74	74	87
Markel_Susaeta	8315	177.8	150	77	81	74	53	77	63	78	81	79	76	79	80	82	80	70	74	75	64	76	60	72	67	49	76	75	56	20	22	25	10	9	16	8	11
Sergio_Asenjo	10205	187.96	192	77	21	18	18	27	17	18	21	17	41	20	55	52	59	71	57	33	71	47	69	28	21	19	18	29	22	17	18	15	80	76	73	75	79
Manu_Fernandez	9783	182.88	170	67	23	19	20	22	17	19	20	17	34	23	56	48	46	54	57	21	65	44	53	22	26	31	23	37	26	19	19	16	68	64	67	67	73
Ruben_Castro	8603	175.26	159	73	58	78	64	62	69	76	61	55	46	72	80	76	77	75	73	72	71	66	56	67	47	34	79	65	66	17	17	17	12	9	20	9	12
Beto	8302	182.88	179	76	20	20	20	36	19	20	17	16	44	27	42	37	60	79	33	35	75	47	55	20	42	27	20	30	32	19	21	16	76	75	74	74	78
Takashi_Inui	8372	170.18	139	73	65	65	46	74	61	79	67	63	60	78	85	76	93	68	91	60	64	72	31	66	34	32	68	73	50	25	22	24	10	11	10	14	7
David_Zurutuza	8560	185.42	172	71	61	59	56	79	58	73	67	53	70	72	67	66	70	63	59	61	59	65	62	65	58	53	67	80	58	48	52	47	9	16	23	16	10
Alvaro_Pereira	8305	180.34	172	75	78	50	67	76	59	75	69	62	72	76	78	81	73	77	67	76	74	82	75	69	78	75	70	68	62	69	76	77	6	8	19	15	11
Oier_Olazabal	8560	187.96	187	66	15	14	15	36	15	20	15	16	34	24	45	43	59	62	44	34	59	43	66	14	27	25	16	34	31	18	19	17	65	65	73	73	61
Alberto_Garcia	9869	182.88	170	66	22	18	18	24	17	17	18	21	34	22	51	53	64	52	54	19	80	34	49	19	31	28	19	27	23	16	16	11	70	61	63	63	72
Carlos_Martinez	8560	187.96	174	72	73	47	69	61	40	60	70	46	66	67	66	75	57	69	53	54	68	79	78	50	65	71	52	62	45	69	74	75	9	9	20	15	10
Markel_Bergara	8560	180.34	172	72	59	53	68	79	48	64	60	70	73	73	64	57	60	69	69	61	67	70	76	58	74	71	66	74	59	62	69	60	11	15	17	15	16
Borja_Viguera	8315	182.88	176	67	44	72	65	51	66	67	59	60	42	67	65	65	60	65	62	68	65	60	66	67	52	26	63	56	68	23	22	24	7	8	15	15	9
Foued_Kadir	8603	180.34	154	70	68	65	53	69	57	70	60	56	62	71	72	73	73	69	61	68	61	65	59	68	69	59	68	75	53	22	34	22	9	14	20	14	9
Salva_Sevilla	8558	177.8	154	72	69	61	57	80	59	69	77	73	79	74	59	64	62	72	66	78	58	62	65	74	58	60	67	78	71	46	49	42	13	14	18	14	11
Yevheniy_Konoplyanka	8302	175.26	152	82	77	79	49	81	67	86	83	77	78	85	93	88	83	77	81	78	66	77	59	84	48	37	73	80	75	21	38	31	5	11	15	9	9
Juanfran	9783	177.8	159	71	71	59	60	65	54	68	60	55	60	72	77	79	74	72	69	73	71	82	69	70	67	68	69	59	59	57	64	60	12	8	12	9	13
Roberto_Rosales	9864	175.26	154	71	74	48	58	70	53	73	74	53	68	74	78	78	84	74	76	67	72	81	60	58	67	67	67	68	50	64	68	72	10	14	22	17	11
Andres_Fernandez	7878	182.88	190	72	21	19	19	28	15	20	18	14	39	26	60	54	57	72	64	24	69	48	70	19	49	33	20	36	28	19	20	16	73	70	67	70	78
Simao	8581	177.8	168	72	51	36	59	69	55	59	51	43	65	66	76	75	76	70	71	59	79	82	79	44	79	78	45	59	51	69	80	74	8	11	21	9	14
Angel_Montoro	8306	180.34	163	67	51	48	63	72	52	61	53	51	70	68	58	58	60	57	60	67	62	70	73	58	63	65	59	72	57	58	62	49	11	9	20	16	16
Victor_Sanchez_Mata	8558	175.26	159	71	66	52	50	79	52	66	69	64	73	74	67	71	74	73	76	66	76	73	61	58	70	66	66	77	58	58	70	63	6	8	17	15	12
Ever_Banega	8302	175.26	157	79	77	64	48	87	66	78	81	71	82	84	68	66	82	78	84	71	61	69	67	74	77	70	77	86	61	60	75	64	12	10	20	9	12
David_Lomban	7878	187.96	185	68	42	48	66	64	43	46	62	65	67	59	54	56	55	65	53	74	66	75	77	48	72	70	42	52	54	65	72	63	6	14	21	17	16
Kike_Sola	8315	182.88	176	70	63	72	73	69	64	67	57	58	56	69	69	67	67	68	68	75	64	57	71	67	62	46	71	64	61	36	40	37	5	11	20	8	6
Vicente_Guaita	8305	190.5	179	75	20	16	19	41	16	19	18	18	42	22	49	51	60	55	42	42	69	32	50	24	23	24	17	16	21	15	25	28	76	74	70	75	81
Steven_Nzonzi	8302	190.5	165	73	54	43	67	76	49	62	48	41	71	74	68	70	62	71	64	70	68	77	78	64	80	74	58	69	53	73	74	71	6	17	21	17	14
Laure	9783	165.1	150	71	73	40	57	62	53	62	60	38	60	68	77	79	74	74	84	64	73	77	62	25	68	72	48	58	52	72	70	70	8	9	24	10	13
Vicente_Iborra	8302	195.58	194	75	51	62	76	75	62	62	63	64	74	72	54	56	52	68	48	78	61	76	83	60	75	78	67	74	68	67	76	68	12	12	14	16	10
Alfred_N'Diaye	8603	190.5	176	67	50	43	55	67	30	54	35	31	64	66	63	74	50	67	49	54	41	72	87	58	67	62	53	62	53	58	70	60	10	9	16	15	11
Manucho	8370	187.96	183	72	54	68	83	58	67	67	60	45	46	74	64	76	64	71	62	76	76	62	86	64	73	35	74	46	60	18	26	18	8	11	19	16	9
Cala	8305	187.96	159	71	54	45	74	66	46	49	77	36	63	63	66	68	65	69	71	66	79	74	69	59	76	73	40	52	48	69	72	71	14	10	19	15	11
Ignacio_Camacho	9864	182.88	165	77	49	46	78	78	48	58	62	58	72	74	71	67	74	79	66	63	83	85	77	48	84	82	67	77	51	70	80	72	9	14	22	10	11
Mauro_Dos_Santos	8372	180.34	165	67	51	31	64	59	31	38	53	42	55	57	67	69	60	55	63	54	75	71	72	31	73	59	35	37	46	66	69	75	7	13	5	12	11
Mateo_Pablo_Musacchio	10205	182.88	165	74	46	37	75	69	26	39	51	38	64	62	63	67	68	74	65	46	78	70	72	33	73	76	49	64	48	74	74	80	5	13	17	9	14
Vincenzo_Rennella	8603	187.96	172	68	36	70	64	54	63	68	73	59	47	73	61	70	69	63	56	73	61	60	74	65	47	36	67	61	67	22	34	30	13	13	18	7	11
Luisinho	9783	175.26	137	70	74	50	57	71	44	72	62	52	66	73	75	72	72	69	77	58	52	71	56	53	72	68	64	63	51	66	70	68	7	7	12	7	11
Ricky_van_Wolfswinkel	8603	185.42	163	72	46	76	70	65	79	71	62	38	45	72	71	70	73	73	71	72	72	72	67	66	58	45	76	67	78	21	33	22	7	13	17	12	11
Sidnei	9783	185.42	181	73	52	45	76	64	42	47	35	36	62	60	57	62	54	68	49	56	57	69	83	48	75	71	43	52	57	74	76	73	8	16	20	11	15
Mariano	8302	177.8	152	73	77	53	62	73	57	74	67	54	69	76	83	85	81	73	69	69	68	80	66	62	70	67	70	68	59	68	71	74	8	13	19	10	14
Javi_Castellano	8306	180.34	157	67	40	33	63	71	32	45	42	39	64	64	63	57	61	56	56	51	58	81	70	43	73	71	40	62	43	62	69	64	10	9	15	7	11
Jonathas	8560	190.5	187	72	48	73	73	58	69	66	38	37	38	71	68	72	56	69	57	81	75	73	82	65	66	31	70	56	73	24	22	31	7	9	18	11	8
John_Guidetti	9910	185.42	174	72	47	74	63	70	66	68	67	66	52	73	70	70	65	71	68	81	68	64	76	72	73	35	75	57	76	22	25	24	11	12	13	5	10
Miguel_Lopes	7878	182.88	183	73	73	33	61	71	55	72	64	52	65	72	79	78	73	73	67	58	71	78	72	34	74	72	70	61	51	66	71	75	12	13	14	14	14
Ander_Iturraspe	8315	187.96	165	75	58	61	71	79	50	67	65	64	71	74	68	63	59	78	52	70	55	78	76	59	71	78	68	82	56	64	77	67	6	13	12	8	10
Lora	9869	167.64	148	72	74	59	54	71	56	68	61	60	61	72	85	82	84	75	84	66	81	83	64	62	74	68	62	67	67	67	66	71	12	15	12	13	13
Jordi_Feliu_Xumetra	8581	172.72	154	69	67	58	53	60	53	72	66	55	57	69	84	87	77	73	77	72	74	80	59	58	64	44	72	60	55	35	39	36	11	11	21	14	12
Sergio_Canales	8560	177.8	143	75	69	73	35	82	62	79	81	76	71	80	72	69	78	67	68	61	49	57	52	67	55	50	76	80	62	20	22	20	12	13	24	14	13
Antonio_Amaya	8370	193.04	190	72	39	25	77	60	21	35	26	22	61	52	40	51	38	66	43	31	60	64	88	23	77	75	44	52	30	74	74	63	12	9	16	15	11
Manuel_Lillo_Castellano	8372	175.26	168	67	64	48	59	62	50	50	54	46	54	66	65	68	63	66	68	54	69	75	70	48	72	70	52	49	60	66	67	67	11	10	9	7	5
Jordi_Alba	8634	170.18	150	78	78	68	57	73	63	79	76	63	66	76	88	87	88	78	81	62	74	84	63	63	69	71	68	68	58	67	71	74	11	16	18	9	15
Bernardo	9869	193.04	187	71	29	25	72	41	27	25	36	41	39	52	48	51	45	62	35	34	60	61	85	27	83	66	27	38	44	70	78	70	10	14	11	8	11
Miku	8370	185.42	176	71	51	73	67	57	70	73	63	59	49	72	75	75	67	74	64	72	71	70	72	64	59	32	73	56	65	40	34	36	9	16	20	10	13
Thimothee_Kolodziejczak	8302	185.42	165	69	70	21	61	71	25	55	48	33	64	68	73	75	68	69	58	44	64	75	72	42	70	68	56	52	49	66	69	71	13	8	18	16	9
Wakaso_Mubarak	8306	170.18	159	70	67	51	42	69	65	63	57	48	65	65	85	84	84	69	84	80	90	87	76	57	87	68	63	68	44	49	70	66	8	17	14	16	15
Coke	8302	175.26	159	73	73	56	75	67	41	63	59	34	60	71	75	79	77	80	61	65	72	80	67	57	68	74	61	61	60	66	72	69	9	11	21	8	17
Alejandro_Bergantinos	9783	177.8	161	69	49	33	47	68	44	57	57	48	62	65	62	63	61	70	68	56	71	78	77	46	73	73	56	70	56	62	75	63	9	12	19	11	14
Grzegorz_Krychowiak	8302	185.42	187	75	53	41	77	73	39	53	47	62	72	72	59	64	61	75	61	75	73	78	87	67	83	77	44	64	71	76	79	70	15	14	8	6	7
Xavier_Torres	8603	182.88	183	74	57	49	66	80	55	61	58	63	76	72	56	59	61	74	63	74	63	80	77	61	71	76	64	78	58	62	71	66	10	15	12	9	10
Sergio_Busquets	8634	187.96	168	81	65	58	67	83	44	73	66	63	76	81	61	58	58	82	62	59	68	82	76	49	83	83	75	85	61	75	81	79	5	11	24	12	15
Mikel_Balenziaga	8315	177.8	168	73	79	38	58	71	45	69	73	29	71	73	77	78	72	71	69	54	78	85	70	50	75	74	54	62	47	71	74	71	12	11	15	8	12
Keko	8372	172.72	150	69	67	57	39	65	58	74	66	56	60	73	80	75	79	64	77	62	64	64	55	56	54	38	62	63	54	23	34	30	13	12	10	9	8
Xabier_Etxeita	8315	185.42	174	70	34	27	69	56	33	43	32	41	46	57	58	64	63	66	59	37	77	73	78	32	78	65	35	44	30	70	68	75	5	9	13	11	9
Jaume_Costa	10205	170.18	137	70	74	42	58	67	35	64	67	59	64	72	78	80	78	67	78	60	70	80	60	60	76	68	60	54	55	67	68	69	9	11	18	10	14
Youssef_El_Arabi	7878	182.88	185	71	62	71	66	64	83	81	71	70	60	78	75	71	86	67	70	72	70	58	63	71	49	47	66	68	70	40	29	44	5	16	15	7	12
Jose_Canas	8558	177.8	152	73	53	34	47	74	26	43	46	53	69	63	66	65	57	74	69	41	68	80	70	47	78	78	56	71	47	69	79	70	12	12	14	11	10
Gael_Kakuta	8302	172.72	141	73	71	65	56	69	65	80	58	52	58	79	84	77	83	66	80	70	64	70	47	62	40	27	65	73	51	22	23	23	6	12	10	14	13
James_Rodriguez	8633	180.34	165	83	81	78	67	82	77	85	82	80	79	84	79	79	81	83	69	80	57	73	71	81	68	54	80	85	81	30	39	34	15	15	15	5	14
Abraham_Gonzalez	8558	177.8	176	68	66	57	46	77	49	59	78	69	78	68	55	54	61	62	61	74	39	68	61	71	58	55	63	72	61	52	58	48	9	9	12	11	10
Eneko_Boveda	8315	180.34	170	71	72	40	67	67	36	65	46	36	59	72	76	76	66	63	66	52	70	79	64	41	79	71	61	51	46	67	74	69	7	9	17	14	13
Rene_Krhin	7878	187.96	172	70	64	49	59	75	58	63	59	54	72	74	61	57	63	69	56	67	68	75	74	64	66	69	61	69	58	53	67	65	9	11	18	16	7
Jordi_Figueras	8603	185.42	181	70	46	21	71	64	18	44	32	37	65	59	44	55	47	65	55	52	68	70	77	21	74	71	41	52	29	69	72	70	10	11	11	15	15
Andreu_Fontas	9910	185.42	196	71	59	44	66	73	46	54	58	50	76	67	51	56	56	69	50	56	59	64	76	46	66	76	45	59	52	73	76	73	14	14	18	16	10
Lucas_Alfonso_Orban	10267	182.88	172	72	68	44	63	71	51	58	69	43	67	66	73	76	68	74	69	67	75	81	75	41	79	74	49	58	55	77	76	79	15	8	11	12	14
Jesus_Fernandez	7878	190.5	183	68	17	19	18	20	19	18	17	17	25	17	44	53	31	67	40	21	65	35	72	18	23	22	18	24	20	17	17	18	68	67	54	68	72
Iago_Aspas	9910	175.26	148	73	64	73	64	68	70	78	78	65	59	76	83	76	88	80	75	64	67	67	52	70	62	37	79	72	68	21	19	19	10	16	12	13	13
Jan_Oblak	9906	185.42	192	74	17	16	18	23	17	16	17	18	25	23	34	47	63	71	49	25	74	44	73	16	44	21	16	26	16	18	17	20	72	78	65	76	74
Izet_Hajrovic	8372	177.8	157	68	66	64	44	65	45	73	73	75	64	70	74	77	76	60	72	78	76	65	55	68	50	46	67	70	69	41	44	37	10	11	13	9	8
Stefan_Savic	9906	185.42	161	76	47	42	79	65	38	57	34	32	68	68	66	67	63	71	61	48	81	66	76	34	74	77	30	46	42	79	78	77	14	13	14	13	12
Willian_Jose	8306	185.42	196	70	44	70	64	61	65	71	60	62	45	70	66	64	58	70	54	75	51	66	76	67	44	41	75	65	73	28	36	34	14	14	17	15	8
Iker_Muniain	8315	170.18	139	77	72	75	45	73	64	83	80	63	64	79	88	82	85	82	86	65	71	65	54	70	63	49	79	73	61	32	38	33	9	7	12	14	13
Oscar_de_Marcos	8315	180.34	168	73	69	60	57	70	60	69	75	46	63	74	83	86	82	80	73	67	78	86	68	58	73	68	76	69	53	54	61	63	8	8	17	15	10
Marco_Andreolli	8302	187.96	179	74	31	28	74	57	30	37	31	26	54	54	65	66	59	67	59	61	82	67	79	29	73	74	39	42	43	76	78	75	11	12	13	7	15
Mikel_San_Jose	8315	185.42	170	76	45	44	78	76	52	56	29	40	73	68	56	64	54	75	57	57	75	66	77	39	71	76	38	60	56	71	78	79	9	7	15	9	16
Victor_Ruiz	10205	185.42	172	77	53	36	72	71	38	50	65	45	66	67	65	68	59	73	62	56	78	70	82	37	78	78	39	55	45	75	80	78	11	9	10	7	14
Mario_Gaspar	10205	177.8	154	71	72	47	53	65	52	62	70	53	64	68	74	78	70	71	70	64	74	82	73	54	75	71	56	56	49	68	72	74	7	13	13	10	15
Alvaro_Cejudo	8603	180.34	172	70	66	67	57	64	57	74	71	63	58	76	75	78	76	75	63	75	64	78	66	59	64	42	71	64	48	30	34	38	10	8	21	13	8
Tito	8370	175.26	137	72	72	42	50	65	35	60	35	41	65	68	76	77	75	74	69	58	76	82	57	35	75	73	50	56	46	71	74	76	11	13	21	11	15
Hugo_Mallo	9910	172.72	152	72	77	25	53	65	27	63	74	37	65	72	77	79	76	75	66	65	79	78	67	36	72	73	46	60	25	69	74	75	13	10	13	10	16
Dani_Castellano	8306	180.34	152	66	65	47	50	58	44	66	68	45	53	70	76	78	72	69	75	60	65	75	70	51	64	65	59	57	50	48	51	50	5	10	22	15	13
Stefan_Scepovic	8305	187.96	172	67	41	70	68	64	61	55	61	66	40	69	66	66	64	68	59	63	67	63	67	65	41	33	73	63	71	23	30	34	7	16	16	9	14
Tono	8581	177.8	152	67	73	40	50	65	40	65	71	50	61	68	79	80	75	67	74	50	72	72	62	51	56	66	55	59	53	65	65	70	14	12	6	9	14
Antoine_Griezmann	9906	175.26	148	79	78	79	62	71	77	84	83	71	73	80	84	82	85	78	69	70	76	71	56	71	59	35	80	72	63	23	22	16	13	9	17	14	15
Koke	9906	177.8	163	78	75	63	58	82	56	74	81	71	82	82	74	71	76	80	77	75	62	75	65	73	63	61	74	84	59	50	53	48	13	13	10	11	14
Marc-Andre_ter_Stegen	8634	187.96	187	77	20	18	16	29	16	20	19	16	37	26	43	51	42	77	43	31	79	33	72	16	52	20	17	32	29	16	18	15	78	77	75	73	80
Shkodran_Mustafi	10267	182.88	181	71	49	43	74	61	42	35	46	47	51	62	68	67	58	68	65	65	79	71	75	51	73	69	49	44	48	69	73	71	10	10	19	11	8
Javi_Lopez	8558	180.34	168	70	70	54	52	64	48	69	66	50	57	72	74	77	70	75	69	51	70	80	66	42	72	68	62	62	55	56	61	68	9	9	11	12	16
Mathew_Ryan	10267	182.88	181	70	18	18	19	43	19	19	18	18	48	29	61	58	59	75	58	22	77	39	75	22	45	23	19	33	34	20	21	20	70	66	70	69	72
Jose_Raul_Baena	8370	180.34	179	74	57	45	60	76	47	61	61	56	67	67	66	57	60	79	62	67	74	76	74	55	83	79	58	68	55	66	76	71	14	11	17	9	14
German_Pezzela	8603	185.42	179	66	27	46	68	57	31	36	45	24	55	54	60	54	44	66	49	53	71	65	73	50	61	63	26	21	31	66	68	68	6	8	12	9	14
Simone_Verdi	8372	170.18	137	69	63	60	42	67	62	74	66	49	57	74	89	85	91	65	90	59	58	68	35	63	38	25	66	62	57	22	27	26	12	10	7	15	9
Santiago_Vergini	8305	190.5	183	73	64	30	76	64	25	58	35	49	63	67	69	73	55	75	58	42	54	65	82	37	70	75	36	44	46	76	76	75	5	6	5	12	7
Jonathan_dos_Santos	10205	172.72	150	75	72	61	57	82	68	75	73	74	77	81	71	68	73	73	72	70	68	69	60	72	56	60	75	81	59	51	53	51	14	15	13	11	13
Juan_Dominguez_Lamas	9783	180.34	157	71	59	52	38	77	54	70	61	52	75	75	64	64	67	72	65	50	71	71	62	60	54	58	68	81	55	50	53	48	10	11	15	17	12
Aleix_Vidal	8634	177.8	152	72	68	60	40	66	48	75	60	47	57	74	87	90	77	73	73	79	77	86	66	60	76	43	68	63	50	26	36	28	7	6	7	11	11
Juan_Rafael_Fuentes	8558	177.8	154	65	63	23	55	53	25	55	57	39	58	62	74	76	71	62	70	57	73	78	68	43	69	62	33	49	35	69	65	65	12	13	20	13	17
Sergio_Ezequiel_Araujo	8306	180.34	163	70	59	74	60	62	67	77	67	55	56	75	77	75	80	72	69	66	58	76	58	67	26	24	70	64	62	25	21	26	12	12	15	7	15
Isco	8633	175.26	163	80	69	72	55	81	60	84	82	70	75	86	78	74	85	76	80	68	63	69	57	77	57	45	77	82	71	29	30	34	10	9	15	16	7
Alejandro_Arribas	9783	182.88	163	72	49	40	65	61	16	40	39	31	52	61	57	63	54	69	61	44	74	69	77	18	77	73	28	45	37	72	76	74	11	15	9	10	16
Yoel_Rodriguez	8370	185.42	185	65	20	17	16	24	18	17	21	16	33	23	51	56	61	61	49	25	71	48	64	18	44	26	19	40	25	16	18	14	68	63	63	61	67
Aymen_Abdennour	10267	187.96	185	78	66	53	74	72	33	56	46	38	65	66	70	70	61	76	66	70	72	72	88	59	83	75	52	51	50	80	79	79	11	7	6	7	14
Sergi_Enrich	8372	180.34	168	65	45	68	61	56	62	62	54	46	45	66	64	61	65	70	58	61	64	55	67	53	49	32	72	58	55	21	24	15	7	9	11	15	8
Francisco_Portillo	8603	170.18	139	72	65	54	38	74	56	74	63	55	68	75	78	74	78	75	77	58	62	68	52	60	41	29	71	74	48	22	21	21	12	15	13	16	12
Rodrigo	10267	180.34	170	76	64	76	71	65	74	77	75	61	56	75	83	85	80	78	69	78	73	70	70	73	61	30	77	66	72	25	27	27	7	14	11	12	6
Enzo_Roco	8558	187.96	181	71	39	40	75	67	28	60	26	31	50	65	61	62	50	64	61	44	89	71	86	38	64	66	40	48	33	74	73	60	12	8	12	12	12
Tomas_Pina	10205	185.42	172	72	50	45	62	77	56	65	61	52	72	73	65	66	72	73	65	71	69	75	72	62	77	72	62	80	57	58	71	62	7	13	16	8	15
Lucas_Perez	9783	180.34	172	75	71	74	58	77	72	77	79	81	72	77	77	79	74	73	76	76	63	70	69	72	70	37	72	76	72	23	23	25	13	7	7	9	9
Marc_Bartra	8634	182.88	163	72	49	40	70	73	42	56	55	44	67	70	67	70	66	74	69	55	77	63	70	34	62	77	56	56	50	75	74	76	9	15	16	13	9
Damian_Suarez	8305	172.72	165	72	69	55	52	68	55	62	70	64	66	63	79	83	82	71	80	66	81	88	76	62	81	72	58	51	64	67	67	79	15	8	8	14	6
Daniel_Gimenez	8603	182.88	170	67	17	19	17	26	14	18	16	17	38	20	60	59	63	68	60	20	78	49	63	17	52	27	17	34	30	16	19	15	70	60	59	61	75
Ognjen_Vranjes	9869	182.88	163	65	55	30	70	65	53	54	57	47	57	58	65	69	66	63	69	67	73	71	58	55	68	66	57	55	57	64	63	63	8	10	14	7	14
Luis_Alberto	9783	182.88	159	70	65	70	44	78	55	73	67	59	72	77	68	66	67	69	55	59	46	61	53	70	28	27	66	72	57	23	24	19	5	7	5	11	10
Borja_Baston	8372	190.5	181	66	37	73	67	47	67	66	56	45	40	65	63	69	61	64	40	57	56	58	68	57	48	23	68	49	60	19	22	20	5	10	13	10	14
Diego_Reyes	8560	187.96	163	72	57	46	73	66	40	64	42	37	65	69	70	72	68	71	66	60	68	77	69	54	72	75	50	57	53	73	74	73	7	13	11	6	7
Cedric_Bakambu	10205	182.88	161	70	61	72	68	64	67	71	59	49	47	71	80	82	75	66	70	75	69	63	69	54	50	38	73	58	67	25	23	21	5	12	5	13	5
Leandro_Damiao	8603	187.96	203	76	45	79	81	62	76	73	64	57	53	75	61	74	55	72	52	79	65	66	84	73	67	29	78	59	72	32	39	29	15	7	15	9	17
Antonio_Luna	8372	177.8	150	71	67	50	60	63	46	64	57	39	61	71	76	81	69	69	69	74	80	84	73	48	82	71	55	54	39	66	71	74	6	12	5	15	8
Sergio_Alvarez	9869	182.88	159	65	47	47	44	70	41	62	58	49	71	73	67	68	56	55	67	50	54	69	60	60	52	50	60	73	38	48	59	45	11	12	15	15	7
Asier_Illarramendi	8560	177.8	168	72	63	52	54	79	60	72	68	62	76	77	68	65	72	68	73	64	54	71	63	58	62	65	70	78	49	53	61	55	13	9	18	15	13
Guerrero	9869	180.34	170	62	42	65	60	54	56	61	55	49	45	60	69	71	63	68	63	56	62	64	58	57	49	33	65	55	55	22	21	15	10	8	14	16	13
Danilo	8633	182.88	172	77	78	68	68	78	65	78	73	71	75	79	79	85	78	79	63	83	76	82	74	80	73	78	77	73	70	74	76	77	14	5	15	14	5
Casemiro	8633	182.88	176	75	51	58	77	77	50	67	54	69	76	73	66	68	67	71	60	83	85	78	81	71	79	78	65	66	64	65	77	71	12	13	15	11	11
Aras_Oezbiliz	8370	175.26	154	73	70	70	38	70	70	78	76	73	62	77	82	79	82	69	74	78	70	65	55	76	37	41	64	66	73	19	27	22	9	11	13	6	10
Oscar_Duarte	8558	182.88	183	70	39	21	73	56	31	45	27	31	49	55	64	69	55	66	50	46	73	66	77	23	74	65	27	39	36	71	72	69	14	8	6	7	13
Sergio_Escudero	8302	175.26	159	70	72	36	59	67	50	68	71	65	66	71	76	78	76	67	72	70	71	78	63	57	69	68	58	56	65	68	69	74	8	15	12	13	14
Bebe	8370	190.5	183	68	55	66	64	63	67	75	66	60	53	71	77	83	67	65	54	77	64	62	77	64	55	22	62	54	62	22	22	23	14	6	7	6	10
Alphonse_Areola	10205	190.5	201	70	21	20	19	36	19	17	20	19	33	22	54	52	53	61	55	27	59	28	61	18	24	24	19	27	29	20	21	18	72	69	69	70	73
Sergi_Roberto	8634	177.8	157	72	63	63	47	81	44	70	68	60	72	76	71	69	71	71	72	65	55	69	63	67	54	59	70	81	56	50	58	41	13	15	10	14	9
Ibai_Gomez	8315	177.8	159	74	73	72	46	63	71	79	79	74	68	78	80	78	82	71	76	80	63	76	61	76	56	41	73	67	63	43	49	50	13	7	12	6	10
Nolito	9910	175.26	159	77	72	74	45	72	63	84	81	76	67	80	82	79	84	79	80	70	63	68	61	71	67	51	78	74	69	28	37	24	10	15	12	8	8
Alvaro_Vazquez	8305	182.88	165	73	50	74	72	55	68	73	67	53	53	77	71	74	71	72	68	75	70	65	70	67	63	36	76	58	65	16	38	24	6	15	6	8	13
Nacho_Fernandez	8633	177.8	165	71	60	21	63	65	27	44	54	36	57	65	70	74	58	66	59	53	73	75	74	27	67	77	36	54	44	69	76	73	11	6	9	14	6
Diego_Marino	8581	185.42	165	70	21	20	20	28	20	18	19	18	27	20	43	51	47	67	55	38	71	40	62	22	21	21	16	30	22	19	19	18	69	71	58	71	74
Charles	9864	177.8	165	71	50	72	61	54	85	67	78	52	41	80	70	69	89	74	68	75	89	68	68	68	56	19	72	54	58	33	41	26	7	8	15	8	10
Martin_Montoya	8603	175.26	159	73	75	24	55	70	47	67	72	46	68	73	82	83	78	72	79	73	76	84	67	57	76	74	59	57	49	71	72	74	5	15	19	9	9
Carles_Planas	9910	172.72	168	66	66	31	52	64	22	56	61	49	56	70	71	74	71	71	72	49	78	77	66	36	71	71	51	46	50	66	61	64	14	10	14	11	13
Isaac_Cuenca	7878	172.72	148	72	74	63	25	72	54	80	83	53	66	80	78	77	85	60	78	57	61	54	47	55	34	26	61	64	63	23	29	26	12	6	14	14	8
Ruben_Rochina	7878	182.88	168	68	65	69	54	67	68	71	70	65	64	72	69	70	61	63	70	74	66	67	71	69	60	37	72	61	63	21	48	35	6	16	14	13	13
Saul_Berjon	8372	177.8	183	68	61	66	55	63	60	72	64	53	59	71	77	78	66	64	62	71	77	60	76	68	61	44	70	57	65	23	22	19	13	12	13	9	12
Jonathan_Viera	8306	170.18	141	73	65	66	31	75	54	81	75	69	67	79	78	74	88	70	78	61	69	65	57	68	56	26	72	75	66	18	18	17	15	16	11	14	9
