Y	X
  7.3930591e+004  3.8382800e+004
  7.5757357e+004  3.9010500e+004
  7.9975321e+004  4.1032900e+004
  8.3499340e+004  4.2512100e+004
  8.1380052e+004  4.1955700e+004
  7.6690903e+004  4.0960000e+004
  7.1210858e+004  3.8247300e+004
  6.8802274e+004  3.7237600e+004
  6.1090390e+004  3.2871000e+004
  5.3502385e+004  2.9950100e+004
  5.0843260e+004  2.8169500e+004
  5.2114356e+004  2.7436700e+004
  5.1458711e+004  2.6799500e+004
  5.1323624e+004  2.6766000e+004
  5.5907400e+004  2.8885100e+004
  6.5742567e+004  3.2561100e+004
  7.6584557e+004  3.7400600e+004
  7.7430463e+004  3.8323100e+004
  7.6589669e+004  3.9966300e+004
  7.7874205e+004  4.0680400e+004
  7.7912411e+004  4.0379300e+004
  7.4844497e+004  3.9404200e+004
  7.0550982e+004  3.7545500e+004
  7.0160673e+004  3.7495800e+004
  7.2295108e+004  3.7512000e+004
  7.4066859e+004  3.8165200e+004
  7.8650511e+004  4.0313600e+004
  8.2508779e+004  4.2010400e+004
  8.0669740e+004  4.1532700e+004
  7.6087417e+004  4.0453700e+004
  7.0199388e+004  3.7858600e+004
  6.8296861e+004  3.6930700e+004
  6.1524248e+004  3.2946800e+004
  5.3905286e+004  3.0012900e+004
  5.1156312e+004  2.8204400e+004
  5.2034001e+004  2.7555900e+004
  5.1615328e+004  2.6878000e+004
  5.1263440e+004  2.6823600e+004
  5.5863586e+004  2.8841800e+004
  6.5892314e+004  3.2606300e+004
  7.5500355e+004  3.6821900e+004
  7.8244877e+004  3.8923100e+004
  7.7068465e+004  3.9812600e+004
  7.4896754e+004  3.9474000e+004
  7.3789388e+004  3.9064800e+004
  7.2315628e+004  3.7921600e+004
  6.7504426e+004  3.6064700e+004
  6.7081946e+004  3.5820900e+004
  6.8710708e+004  3.5713900e+004
  6.9992124e+004  3.6185400e+004
  7.4063428e+004  3.8091200e+004
  7.8708215e+004  3.9825800e+004
  7.6557289e+004  3.9408400e+004
  7.2585155e+004  3.8558600e+004
  6.7975874e+004  3.6619700e+004
  6.8360744e+004  3.6402200e+004
  6.2861270e+004  3.3258000e+004
  5.4311124e+004  2.9926900e+004
  4.9651160e+004  2.7832900e+004
  4.9448671e+004  2.6644900e+004
  4.9201475e+004  2.5757000e+004
  4.7917201e+004  2.5068400e+004
  4.6622855e+004  2.4830900e+004
  4.9885743e+004  2.5816900e+004
  5.3380147e+004  2.7041600e+004
  5.9316342e+004  2.9780900e+004
  6.4177979e+004  3.2016700e+004
  6.6344902e+004  3.3641700e+004
  6.4721383e+004  3.3483700e+004
  6.2223629e+004  3.2974400e+004
  5.9512430e+004  3.1742400e+004
  5.6481490e+004  3.0189300e+004
  5.5512789e+004  2.9612800e+004
  5.7441371e+004  2.9887900e+004
  6.3660960e+004  3.2335700e+004
  6.8685455e+004  3.4463000e+004
  6.9402991e+004  3.5115100e+004
  6.6658701e+004  3.5002600e+004
  6.2742175e+004  3.3525900e+004
  6.3720094e+004  3.3875600e+004
  5.9366806e+004  3.1101400e+004
  5.2083256e+004  2.8639700e+004
  4.7146349e+004  2.6215500e+004
  4.5302132e+004  2.4736600e+004
  4.4907251e+004  2.3713600e+004
  4.3838514e+004  2.3040000e+004
  4.3597928e+004  2.2955000e+004
  4.2451207e+004  2.2220900e+004
  4.2501143e+004  2.2543500e+004
  4.6556175e+004  2.3767600e+004
  5.3836503e+004  2.6868000e+004
  5.7500255e+004  2.8307500e+004
  5.5645919e+004  2.8602000e+004
  5.4732718e+004  2.8926500e+004
  5.4619611e+004  2.8715000e+004
  5.2865766e+004  2.7766500e+004
  5.1634601e+004  2.7310900e+004
  5.2178063e+004  2.7478600e+004
  5.9442455e+004  3.0188100e+004
  6.6560480e+004  3.2843400e+004
  6.7976042e+004  3.4165000e+004
  6.6945595e+004  3.4668200e+004
  6.2924392e+004  3.3443200e+004
  6.2476508e+004  3.3218700e+004
  5.4755490e+004  2.9478900e+004
  4.8049779e+004  2.6881500e+004
  4.5505948e+004  2.5159300e+004
  4.5729026e+004  2.4257700e+004
  4.5137803e+004  2.3574200e+004
  4.6289168e+004  2.4183600e+004
  5.3496412e+004  2.7078900e+004
  6.4951962e+004  3.1668600e+004
  7.4754375e+004  3.6076800e+004
  7.5209799e+004  3.7592400e+004
  7.3700382e+004  3.8414300e+004
  7.4288523e+004  3.9022900e+004
  7.4384219e+004  3.8700300e+004
  7.2123317e+004  3.7768100e+004
  6.7286569e+004  3.5967000e+004
  6.7158275e+004  3.5874700e+004
  6.9002651e+004  3.5863500e+004
  7.0846761e+004  3.6500100e+004
  7.5025470e+004  3.8416700e+004
  7.9019035e+004  4.0188600e+004
  7.7383113e+004  3.9818500e+004
  7.3348259e+004  3.8929400e+004
  6.7561217e+004  3.6419700e+004
  6.5852383e+004  3.5538100e+004
  5.9399903e+004  3.1833000e+004
  5.3141589e+004  2.9385400e+004
  5.0333077e+004  2.7580900e+004
  5.0620633e+004  2.6824700e+004
  4.9969977e+004  2.6218300e+004
  5.0034672e+004  2.6165600e+004
  5.5169707e+004  2.8349900e+004
  6.5379946e+004  3.2355000e+004
  7.6524747e+004  3.7092600e+004
  7.7236581e+004  3.8336800e+004
  7.5598195e+004  3.9424800e+004
  7.4848635e+004  3.9385300e+004
  7.4433245e+004  3.9010800e+004
  7.2341117e+004  3.8001600e+004
  6.7906175e+004  3.6190500e+004
  6.7540286e+004  3.6065200e+004
  6.9273965e+004  3.6104300e+004
  7.1524962e+004  3.6747000e+004
  7.6188326e+004  3.8945100e+004
  8.0387089e+004  4.0758500e+004
  7.8507467e+004  4.0450300e+004
  7.4697295e+004  3.9555800e+004
  6.8653358e+004  3.7042200e+004
  6.6921946e+004  3.6111600e+004
  6.0093629e+004  3.2231200e+004
  5.2097604e+004  2.9075000e+004
  4.8495387e+004  2.7069600e+004
  5.0067445e+004  2.6638800e+004
  5.0213330e+004  2.5817300e+004
  4.9891806e+004  2.6124400e+004
  5.4839631e+004  2.8184900e+004
  6.6161168e+004  3.2604900e+004
  7.5080557e+004  3.6550100e+004
  7.6436084e+004  3.8059100e+004
  7.5210554e+004  3.9165400e+004
  7.4779763e+004  3.9272200e+004
  7.4374666e+004  3.8926600e+004
  7.2019593e+004  3.7856800e+004
  6.7661449e+004  3.6098000e+004
  6.7806321e+004  3.6128300e+004
  6.9807507e+004  3.6174700e+004
  7.1225691e+004  3.6727800e+004
  7.4800108e+004  3.8461000e+004
  7.9252802e+004  4.0338400e+004
  7.7441771e+004  3.9726700e+004
  7.2821718e+004  3.8785400e+004
  6.7093394e+004  3.6248800e+004
  6.5708784e+004  3.5460000e+004
  5.8836654e+004  3.1461800e+004
  5.1394265e+004  2.8709600e+004
  4.8534348e+004  2.6801000e+004
  4.8595051e+004  2.5926400e+004
  4.9330120e+004  2.5577100e+004
  4.9178042e+004  2.5667400e+004
  5.3637732e+004  2.7468100e+004
  6.2391401e+004  3.1094800e+004
  7.2253741e+004  3.5345500e+004
  7.4228635e+004  3.6761800e+004
  7.3356823e+004  3.8049600e+004
  7.3796175e+004  3.8575600e+004
  7.3160088e+004  3.8224600e+004
  7.0828835e+004  3.7247200e+004
  6.6199587e+004  3.5404300e+004
  6.6187501e+004  3.5238600e+004
  6.7685929e+004  3.5304800e+004
  7.0237010e+004  3.6070200e+004
  7.4283338e+004  3.8012300e+004
  7.8521998e+004  3.9872500e+004
  7.7244398e+004  3.9611300e+004
  7.2885606e+004  3.8697200e+004
  6.7043637e+004  3.6184000e+004
  6.5404343e+004  3.5326100e+004
  5.8887290e+004  3.1604000e+004
  5.1551382e+004  2.8616200e+004
  4.9268944e+004  2.7198500e+004
  4.8498093e+004  2.5808900e+004
  4.7812226e+004  2.5125000e+004
  4.8566407e+004  2.5374300e+004
  5.3608742e+004  2.7466800e+004
  6.3896100e+004  3.1442500e+004
  7.2576623e+004  3.5387600e+004
  7.2257072e+004  3.6171400e+004
  7.2206693e+004  3.7767000e+004
  7.2565231e+004  3.7873000e+004
  7.2269022e+004  3.7639000e+004
  6.9424502e+004  3.6550200e+004
  6.4785415e+004  3.4622700e+004
  6.4377601e+004  3.4385200e+004
  6.5425261e+004  3.4222400e+004
  6.7457089e+004  3.4730100e+004
  7.1029962e+004  3.6408900e+004
  7.5949859e+004  3.8598000e+004
  7.4703490e+004  3.8286600e+004
  7.0869917e+004  3.7487700e+004
  6.5713138e+004  3.5407700e+004
  6.5798444e+004  3.5197800e+004
  6.0492114e+004  3.2030300e+004
  5.2658624e+004  2.9102100e+004
  4.7981304e+004  2.6744200e+004
  4.7318670e+004  2.5601900e+004
  4.6289029e+004  2.4316800e+004
  4.5340556e+004  2.3943400e+004
  4.4936138e+004  2.3586300e+004
  4.5606378e+004  2.3991600e+004
  5.0495051e+004  2.5694400e+004
  5.6838614e+004  2.8235600e+004
  6.2344358e+004  3.1054300e+004
  6.3985278e+004  3.2126100e+004
  6.0967672e+004  3.1813100e+004
  5.8553143e+004  3.1298400e+004
  5.6133574e+004  2.9985700e+004
  5.4370282e+004  2.8848300e+004
  5.2973130e+004  2.8161400e+004
  5.4465263e+004  2.8445900e+004
  5.9312042e+004  3.0291100e+004
  6.5460855e+004  3.2864200e+004
  6.6988267e+004  3.3592500e+004
  6.3748052e+004  3.3377600e+004
  5.9590797e+004  3.1973200e+004
  6.1255636e+004  3.2510300e+004
  5.6353918e+004  2.9572500e+004
  4.8428747e+004  2.6838000e+004
  4.2694880e+004  2.4103800e+004
  4.1375643e+004  2.2763600e+004
  4.1819531e+004  2.1991100e+004
  4.0927056e+004  2.1356400e+004
  4.0111277e+004  2.1134500e+004
  3.9889160e+004  2.0956200e+004
  4.0416582e+004  2.1126600e+004
  4.4848737e+004  2.2969100e+004
  5.1397229e+004  2.5381700e+004
  5.3003417e+004  2.6417000e+004
  5.1839740e+004  2.6874200e+004
  5.1671658e+004  2.7136500e+004
