S1	S2	S3	S4	S5	S6
  7.6344826e-001  7.6854145e+000  1.1747939e+000  4.9120524e-001  7.6157367e+000  1.7395087e+000
  8.5359588e-001  4.7245429e+000  8.4968040e-001  1.0370640e+001  7.4632812e+000  4.2688079e-001
  8.2718651e-001  3.7879509e+000  1.0721694e+000  1.1631892e+000  1.2008597e+001  1.9786702e+000
  5.6292593e-001  5.7161112e+000  1.1508223e+000  4.2710720e+000  5.0528846e+000  1.6396466e+000
  8.3531122e-001  4.0607974e+000  1.0653095e+000  1.3326408e+000  1.6338855e+000  1.6801313e+000
  8.9701775e-001  2.3543868e+000  1.1310820e+000  5.8986166e-001  7.1732556e+000  4.0346663e+000
  7.2239154e-001  1.6397546e+000  1.3916223e+000  6.3783106e-001  2.7946209e+000  6.1663233e-001
  5.2384828e-001  2.7962063e+000  1.1169420e+000  9.8545316e-002  1.8285382e+000  2.3601633e+000
  9.7878407e-001  2.6217627e+000  1.2442566e+000  1.5664459e+000  2.9397226e+000 -2.8056949e-001
  6.6754123e-001  1.0375465e+000  9.4487590e-001  2.8453588e+000  5.8888580e+000  4.1802672e+000
  6.8987477e-001  6.2736022e-001  1.3777067e+000  5.4422181e-001  4.7943410e+000  6.4921280e-001
  6.4173943e-001  1.1975238e+000  1.6343286e+000  2.4191754e-001  1.0832945e+001  3.1136121e+000
  1.9803668e-001  1.1615265e+000  1.1277798e+000  3.4394724e+000  1.2359499e+000  1.7831740e+000
  5.4136500e-001  3.0313694e+000  1.5287473e+000  3.3372932e-001  5.7870962e+000  3.6388855e+000
  5.6232070e-001  9.4788024e+000  1.2335338e+000  8.0203531e-001  6.7843390e+000 -3.1178830e+000
  7.7705500e-001  5.8054061e-001  1.1337154e+000  3.3356298e-001  5.8356581e+000  4.1905316e-001
  7.5238052e-001  2.0550752e-001  1.6392711e+000  6.4700179e+000  6.8115607e+000  1.4807695e+000
  8.6696846e-001  9.3546188e-001  8.5147906e-001  5.5981301e-001  2.8189933e+000  2.6237857e+000
  9.3878270e-001  2.9349972e+000  1.3476124e+000  4.6541597e-001  2.1444595e+000  2.3612726e-001
  7.0157988e-001  2.6467861e+000  1.8710594e+000  3.2595610e+000  1.0908133e+001  3.8002033e+000
  4.8938070e-001  7.6713668e+000  1.2831742e+000  2.6069210e+000  1.0569643e+001  2.6588482e+000
  8.5804510e-001  3.2074974e+000  1.0167524e+000  7.7739999e+000  6.1872937e+000 -2.4817113e+000
  4.8425342e-001  1.0024289e+000  8.1349617e-001  1.2925668e+000  2.8804586e+000  3.4802498e+000
  6.8197221e-001  1.2811592e+000  1.6222595e+000  5.4922926e-001  4.7554803e+000  2.3526054e+000
  8.1802607e-001  8.2447215e-003  1.7188638e+000  4.3615027e+000  1.0881999e+001  8.7503733e-001
  7.8359572e-001  6.2214960e-001  9.5520451e-001  9.0692348e-001  5.3853878e+000 -6.9939187e-001
  3.9283612e-001  1.4917051e-002  1.5057489e+000  1.7795924e-001  1.7061661e+000 -4.5087572e-001
  7.2546267e-001  3.1238912e+000  1.7440313e+000  5.4478330e+000  7.8851907e+000  2.5384218e+000
  7.0291983e-001  1.9608039e+000  6.9585383e-001  6.3947050e-001  2.6312022e+000  4.9328575e+000
  8.3935669e-001  6.4929787e-001  1.4155122e+000  6.8449215e-003  1.9808777e+000  2.5396804e+000
  7.4638448e-001  5.2445089e+000  1.0498119e+000  1.8983651e-001  5.5921921e+000  2.8880640e+000
  5.9621034e-001  8.9546934e+000  1.3819421e+000  5.0499755e-001  4.0058522e+000 -1.7509799e+000
  7.3250002e-001  3.0363758e+000  9.7298217e-001  5.3477122e-001  4.4142344e+000  4.0718479e+000
  6.6744865e-001  1.9447402e+000  8.4996468e-001  3.3312978e+000  6.2366437e+000  1.2372415e+000
  4.2139930e-001  1.4993074e+001  8.3156241e-001  1.5198028e-001  1.8672383e+000  2.0796175e+000
  5.1648112e-001  9.6392186e+000  1.2254317e+000  1.1028883e-001  6.5122758e+000 -1.7796510e+000
  7.3156371e-001  3.9705356e+000  8.3156709e-001  1.0690219e+000  8.2698696e+000  2.0176572e+000
  9.4569852e-001  2.1260095e+000  1.3704336e+000  1.5883399e-001  8.7796540e+000  1.3043573e-001
  6.0216135e-001  4.4217627e+000  1.0345059e+000  5.1815342e+000  2.8515555e+000  4.2420545e+000
  6.8789708e-001  3.2981427e+000  1.3733828e+000  1.3510432e+000  4.4549488e+000  2.3921594e+000
  7.8887157e-001  2.4268005e+000  1.2834769e+000  3.8382296e+000  1.0882193e+001  2.9886062e+000
  9.3055751e-001  1.6778057e+000  1.0506982e+000  3.3320765e+000  2.4572834e+000  5.2686170e-001
  3.8336140e-001  6.3813734e+000  1.2932160e+000  7.1146950e+000  2.7386487e+000  3.6048325e+000
  5.7189919e-001  8.2768294e+000  1.2098769e+000  8.7156051e+000  3.2592600e+000 -3.3091917e-001
  8.1400773e-001  1.9315243e+000  8.0260651e-001  1.6653209e+000  4.4533388e+000  4.6880444e+000
  7.9838704e-001  4.4581544e+000  1.4886876e+000  3.2369726e+000  7.2572372e+000  2.8843225e+000
  7.0683092e-001  1.5463666e+001  1.2686706e+000  2.5376753e+000  2.0549434e+000  2.3546836e+000
  9.3295123e-001  1.5699126e+000  1.0894713e+000  6.6169676e-001  6.7518158e+000  6.3183990e-001
  8.9997805e-001  4.4070504e+000  7.9710144e-001  1.7697237e-001  2.7351368e+000  2.7823533e+000
  8.1271396e-001  1.1890512e+001  9.3315911e-001  4.0456818e-001  2.2617407e+000  1.5666133e+000
  5.5370414e-001  4.5831946e-002  1.3373588e+000  3.2145862e+000  1.8376281e+000  1.9118205e-001
  8.8070563e-001  5.0665229e-001  8.5450900e-001  6.5237127e-001  1.9020187e+000  2.9802796e+000
  7.8522079e-001  4.5962012e+000  8.7211131e-001  1.3029993e+000  9.7033615e+000 -3.0448058e-001
  7.9674930e-001  7.0784094e-001  1.0291185e+000  2.2238031e+000  4.4594139e+000  6.4535896e+000
  9.4183792e-001  6.0763796e+000  9.6400175e-001  7.9331961e-001  1.7694301e+000 -6.4552321e-001
  7.8390384e-001  8.9075671e+000  1.3657343e+000  4.5500777e+000  2.2498550e+000  1.8860453e+000
  7.5899188e-001  3.2088910e-001  1.1255446e+000  2.7882284e-001  3.3586142e+000  3.6562830e+000
  4.6166091e-001  5.9071266e+000  1.2600616e+000  4.1712417e+000  6.3800425e+000  6.6514504e-001
  8.2903200e-001  9.5750573e-001  1.3521176e+000  7.4775650e-001  3.0615778e+000  4.7510308e-001
  4.7358520e-001  3.2324892e+000  1.3142848e+000  8.2572521e-001  5.8440147e+000 -2.4349775e+000
  5.2601842e-001  3.1513989e+000  1.1430567e+000  3.6971609e-001  5.1063622e+000  4.7764130e+000
  7.3703470e-001  7.1259751e+000  7.8565616e-001  4.0578581e+000  5.8179135e+000  4.2683599e+000
  5.2786627e-001  3.7527117e+000  1.1762054e+000  5.0519503e+000  8.3381399e-001  8.4083386e-001
  9.3911732e-001  2.4149123e+000  7.3919150e-001  1.0166093e-002  4.6254924e+000  5.8960046e+000
  8.7791579e-001  1.5082998e+000  1.0049324e+000  1.6603296e+000  1.7982900e+000 -9.3677685e-001
  7.8457768e-001  1.8397242e+000  8.5837168e-001  3.7206900e+000  4.3821335e+000  3.7229651e-001
  5.9858391e-001  1.0907836e+001  1.5477019e+000  5.7899546e-003  5.3184886e+000  3.9369159e+000
  3.3827436e-001  7.7967902e-001  1.3426069e+000  2.4183185e-002  3.6169157e+000  2.2183269e+000
  9.5154344e-001  1.1038557e+000  1.0426391e+000  2.4362838e+000  4.9975779e+000  1.9998900e+000
  8.6283249e-001  1.6904628e-001  1.4854517e+000  5.5829239e+000  7.0527760e+000  3.0081632e+000
  8.6109416e-001  2.3903880e+000  1.2677711e+000  7.8165669e-001  1.2795159e+000  2.7848999e+000
  7.9127996e-001  5.4121536e+000  6.5245213e-001  7.1995180e-001  4.5085627e+000  1.1100766e+000
  8.9964677e-001  1.0367617e+000  9.3637541e-001  9.8443384e-001  6.7972739e-001  1.5763433e-001
  6.5977751e-001  3.7358030e+000  1.8072244e+000  1.2417843e+000  7.9142008e+000  1.3695035e+000
  7.5958792e-001  3.4154440e+000  1.6931872e+000  7.7326009e+000  8.5709200e+000  1.3244173e+000
  9.5236359e-001  6.8567773e-001  8.9300867e-001  4.2340096e-001  6.9430011e+000  2.4627355e+000
  9.6956912e-001  3.0716387e+000  1.2352187e+000  3.0929535e+000  4.9263185e-001  3.5667712e+000
  7.9058690e-001  8.1116927e+000  1.0672375e+000  2.5363208e+000  5.8348584e+000  1.0295928e+000
  8.1252080e-001  2.7933252e-001  1.0137207e+000  1.9150901e-002  2.4868865e+000  1.9863029e+000
  8.4027514e-001  7.5167769e+000  1.4512866e+000  6.3808248e+000  1.3600131e+000  2.4776376e+000
  4.3146999e-001  2.2154149e+000  9.9187523e-001  8.0114958e+000  1.3368283e+001  1.4405890e+000
  5.9446246e-001  2.8440514e-002  1.1309458e+000  3.2010208e+000  1.3253526e+001  2.7107794e-001
  5.5741514e-001  2.0945885e-001  9.7562550e-001  1.5208420e+000  9.8429831e+000  3.8409119e+000
  3.0532733e-001  2.4177232e+000  9.6594948e-001  1.7822778e-001  7.9898316e+000 -1.7196860e+000
  4.8595892e-001  1.9622091e-001  1.1228879e+000  1.8233301e+000  5.9521723e+000  2.2543269e+000
  9.0370245e-001  2.3299004e+000  1.1547435e+000  1.1388160e+000  3.2604175e+000  1.4712484e+000
  8.7270966e-001  4.4175996e+000  1.6204668e+000  1.3260577e+000  1.3295695e+001  3.2852025e+000
  7.8845600e-001  2.5323693e-001  1.2844797e+000  4.9860091e+000  3.5386904e+000 -7.2318035e-001
  9.7239255e-001  7.5591167e-001  1.5822325e+000  1.4155361e+000  3.6272865e+000  2.4863922e+000
  8.1307501e-001  2.7924219e+000  1.2002238e+000  5.1684398e+000  2.9376469e+000  1.7330899e+000
  8.3587255e-001  6.3962103e-001  1.1593628e+000  8.7147007e-002  4.5057668e+000  2.1593017e+000
  9.7715637e-001  3.0586738e+000  9.3887990e-001  4.6920029e+000  7.2511750e+000  2.1024932e+000
  9.3043477e-001  1.3093967e+000  1.3888387e+000  5.2005679e-001  3.4758492e+000  1.0021111e+000
  4.7966280e-001  2.5983795e+000  1.3931384e+000  7.4354298e-001  9.8250337e+000  2.0575706e+000
  7.8661618e-001  3.1512376e+000  1.7622279e+000  2.2987123e+000  4.2437486e+000 -3.6571131e-001
  7.1407886e-001  4.8334366e-001  1.6205204e+000  1.8394169e+000  7.2406830e+000  3.7486830e+000
  3.0994274e-001  2.1975745e+000  9.5320727e-001  3.8737311e-001  6.1075519e+000  1.3772655e+000
  3.4895292e-001  3.3994803e+000  1.0824152e+000  1.8926467e+000  4.1267566e+000 -1.7030376e+000
  6.8494147e-001  2.3742273e+000  1.0583921e+000  4.4575277e+000  1.3373639e+001  2.4809743e+000
  8.2522597e-001  8.1984696e+000  9.4216074e-001  1.4938941e+000  1.6453525e+000 -1.9011964e+000
  9.6450639e-001  5.6713629e-001  1.2079552e+000  1.1219269e+000  4.5088975e+000  3.3513847e+000
  9.4353238e-001  4.6602627e-002  1.9670299e+000  7.8956222e-002  9.8541912e+000  8.3105579e-001
  5.2431396e-001  2.8138234e+000  6.7918918e-001  5.7021983e-001  5.3168588e+000  4.3378755e+000
  7.3799123e-001  6.3678252e+000  8.3676073e-001  2.1755008e+000  5.9831606e+000  1.0423312e+000
  9.6165993e-001  4.1396249e+000  1.4492488e+000  1.5432647e-001  1.0901620e+001  4.6058896e-001
  7.3895812e-001  2.3284239e+000  1.9013088e+000  5.3570515e+000  6.5597424e+000  1.6805064e+000
  6.9153584e-001  4.0516526e-001  1.5677350e+000  4.1436913e+000  4.5254964e+000  1.0274698e+000
  7.9025549e-001  4.8343899e+000  1.3181655e+000  2.2708237e+000  6.9877205e+000  3.7832798e+000
  8.7335198e-001  6.3490793e+000  1.3128511e+000  3.4654856e+000  8.3975997e-001  3.2873771e+000
  5.1450544e-001  2.7484237e+000  1.6426093e+000  5.5146054e+000  3.4704832e+000  1.7342750e+000
  7.8092403e-001  3.4114875e+000  7.9954492e-001  3.9210204e+000  2.8550606e+000  8.3037560e-002
  4.5063551e-001  3.8329428e+000  1.0961484e+000  1.2541947e+000  3.1469652e+000  2.9191100e-001
  7.4685374e-001  4.5690310e+000  1.0182442e+000  5.2610269e-001  2.3240261e+000  1.8915466e+000
  7.0931312e-001  2.1519199e-001  1.3284153e+000  1.4460679e+000  4.4683860e+000  1.7798375e+000
  3.1318794e-001  1.4052651e+001  1.3995207e+000  3.5328185e+000  4.2488259e+000  5.3182809e+000
  8.9795189e-001  1.5423324e+000  8.9850178e-001  1.8279954e+000  5.5249490e+000  1.6259614e+000
  8.8078232e-001  7.2878207e+000  1.2718504e+000  1.2790636e+000  4.7300850e+000  6.6380200e+000
  6.2049504e-001  9.1284859e+000  1.1604089e+000  5.8861687e-001  5.6693012e+000  1.0202486e+000
  3.9793414e-001  3.8241968e+000  1.0921603e+000  1.7021506e-001  5.5028112e+000  9.5978639e-001
  6.5928007e-001  3.2336776e+000  1.5119230e+000  8.5131974e-001  3.1503931e+000  1.6849332e+000
  8.9897021e-001  3.2311153e+000  1.3423047e+000  2.3909463e-001  3.6163102e+000  3.2330261e+000
  5.3391966e-001  3.1888101e+000  9.9126006e-001  1.9764424e-001  7.1486571e+000  1.5282547e+000
  7.6581215e-001  2.9234789e-001  8.4274746e-001  5.0714468e-001  1.1843793e+001 -2.3636877e-001
  5.3467613e-001  6.0594805e+000  1.0669413e+000  1.3967723e-001  6.2507116e+000  3.1651463e-002
  7.3786555e-001  5.6987654e+000  1.4326074e+000  1.0809893e+000  8.0620725e+000 -1.2146804e+000
  7.1028519e-001  2.3774097e-001  1.1024614e+000  9.2877489e-002  1.1525305e+001  5.1428440e+000
  4.2841680e-001  2.4668616e-001  1.4401020e+000  3.7351595e-001  6.6172461e+000  4.8839165e+000
  7.7518065e-001  1.4818736e+000  8.0032135e-001  7.2682145e+000  6.0400084e+000  2.7297372e+000
  9.7946929e-001  9.5261679e-001  9.2090162e-001  1.5745779e-001  1.7049858e+000  3.0723095e+000
  9.0931116e-001  1.0459235e+000  9.4492064e-001  1.9725536e-002  7.8664119e+000  2.0594937e+000
  6.8241231e-001  1.4130624e+000  8.8915007e-001  4.3815465e-001  1.8102835e+001  9.7359485e-001
  5.5250989e-001  1.3305064e+000  1.3781492e+000  7.6497848e-001  4.3889676e+000  3.2323822e+000
  8.1598523e-001  4.0980769e+000  9.7852027e-001  1.4944476e+000  1.4188035e+000  3.7999519e+000
  5.2094976e-001  3.1508715e+000  9.7401722e-001  2.7643901e-001  6.2832216e+000 -3.7571228e+000
  7.0034945e-001  4.7602977e+000  1.0113688e+000  3.4950003e-002  8.7204337e+000 -4.9270668e-001
  6.8270147e-001  3.3879063e+000  1.7200696e+000  9.8531169e-001  1.8364306e+000  1.3246513e+000
  7.6585548e-001  1.5918630e-002  1.0889048e+000  4.2184502e+000  7.4401357e+000  1.9002356e+000
  3.1013215e-001  1.5478992e+000  1.3164490e+000  1.1542983e+000  1.2352805e+001  1.6542670e-001
  8.8178921e-001  5.1928061e+000  1.0429410e+000  8.5046104e-002  3.2053625e+000  1.5622656e+000
  7.5443944e-001  1.4959486e+000  1.4559115e+000  6.4723488e+000  4.1250940e+000  1.3085203e+000
  8.5126216e-001  1.4370714e+000  8.0393958e-001  3.7601723e-002  8.8145044e+000  3.1109343e+000
  6.4160663e-001  1.8360798e-001  8.2554690e-001  1.0047914e-001  5.4824119e+000  5.9640889e+000
  5.5251937e-001  7.8733674e-001  1.3559176e+000  6.5776773e-001  1.0657397e+001  2.7224254e+000
  5.9394701e-001  3.0954236e+000  1.1309682e+000  2.3367816e+000  2.7581245e+000  3.8499483e-001
  3.2691238e-001  3.9413406e+000  1.5518923e+000  3.5773705e+000  2.1739875e+000  1.6429758e+000
  7.0765584e-001  5.7633042e+000  1.8566873e+000  3.1163002e+000  6.7855758e+000 -2.4407064e-001
  9.8856037e-001  4.3142846e+000  1.2922082e+000  5.4240307e-001  5.8504611e+000  4.5388342e+000
  5.1682912e-001  2.1129235e+000  1.1232046e+000  9.6202961e-001  3.4161949e+000 -1.2017080e+000
  8.9666633e-001  3.1008877e+000  1.7025206e+000  4.4305514e-002  8.8017546e+000  3.1376991e+000
  6.9818827e-001  3.8622292e-001  1.2363352e+000  4.5964462e+000  9.7107966e+000  3.3466225e+000
  9.4553624e-001  7.7676038e-001  7.9184640e-001  2.0687625e-001  4.8391826e+000  3.6000945e+000
  5.6076498e-001  3.2654471e+000  1.5547360e+000  9.2692018e-001  2.0818396e+000  3.8995370e+000
  9.3679753e-001  9.6950116e-001  1.0331805e+000  2.9375376e+000  1.6165567e+000  1.0792670e+000
  3.5949237e-001  4.3551934e-001  9.0249411e-001  4.5020782e-001  1.7272635e+001  3.0942717e+000
  6.0103636e-001  8.1747861e-001  1.6701891e+000  2.3247590e+000  4.3143262e+000  8.4029716e-001
  8.1447683e-001  4.5175815e-001  1.3880697e+000  7.8953391e-001  8.1115348e+000  1.9848128e+000
  1.9675972e-001  1.3052173e+001  9.5122055e-001  1.4252278e+000  1.9198254e+000  1.5415135e+000
  8.0203039e-001  2.8246433e+000  8.5986316e-001  9.5054876e-001  7.1007599e+000 -2.3115241e+000
  5.4057428e-001  5.1129024e+000  1.3236315e+000  1.1507583e+000  5.7901072e+000  3.5423289e+000
  7.4289326e-001  4.1680628e+000  1.2305527e+000  2.9883628e+000  4.9472777e+000  3.4649973e+000
  8.2395998e-001  1.2215087e+000  1.0524381e+000  9.6637231e-001  3.6658504e+000 -1.7915291e+000
  4.9908355e-001  4.1215578e-001  1.0603390e+000  3.7046269e+000  3.8932294e+000  5.4924178e-001
  8.1796656e-001  1.4570592e+000  1.0932063e+000  9.9130858e+000  1.4362175e+000  8.3527654e-002
  9.2580893e-001  2.6963472e+000  1.2808833e+000  1.7115505e+000  8.0179252e+000 -1.7603267e+000
  6.8276378e-001  9.9572075e-001  1.0255418e+000  2.1332278e+000  2.5572044e+000  2.1864383e+000
  6.5785305e-001  2.6677701e+000  1.0503705e+000  1.9342271e-001  4.1891297e+000  6.0898695e-001
  3.7656431e-001  4.7395486e+000  1.0402963e+000  3.8681224e-003  5.8453748e+000  3.0708248e+000
  6.7291738e-001  7.1366019e-001  1.3368027e+000  3.4956914e+000  1.0499227e+000  4.2299113e-001
  9.0113935e-001  2.6021420e-001  8.8800424e-001  1.5153762e+000  1.7041490e+000  8.0485103e-001
  2.8913878e-001  9.3086452e-001  1.2757719e+000  3.6199997e+000  8.4782417e-001  9.4000207e-001
  7.9028370e-001  1.7079093e+000  9.1882493e-001  1.6530414e-001  1.8664347e+000  5.4504685e-001
  9.6892484e-001  6.0209062e+000  9.1088158e-001  7.2618720e-002  3.5678222e+000  5.5365946e+000
  7.9389688e-001  6.6514270e-002  7.4700089e-001  9.8680852e+000  2.6677258e+000  2.7438995e-001
  5.8945728e-001  1.7703897e+000  1.3359453e+000  8.5145302e-001  9.4801396e+000 -6.6004364e-001
  7.9807733e-001  2.3185011e+000  7.6538584e-001  1.4246211e+000  6.1834008e+000  2.1491075e+000
  6.8032683e-001  9.4684259e-001  1.5172521e+000  5.1994352e-001  1.7842112e+000  4.1008675e+000
  3.6438575e-001  2.2945233e+000  1.0341974e+000  1.3033960e+000  3.4485223e+000  2.0976960e-001
  6.7408974e-001  2.9367458e+000  1.4309761e+000  5.4965821e-001  3.3895751e+000  2.6209926e+000
  5.4897530e-001  4.0886197e+000  1.6708098e+000  6.5941758e-001  1.3118575e+000  2.6310260e+000
  4.6684239e-001  3.7955375e+000  1.2530239e+000  6.8789968e+000  6.7787597e+000  2.7779350e+000
  7.2327715e-001  9.1436841e-001  1.2695968e+000  4.6877114e-003  6.2666072e+000  2.4863203e+000
  8.4323614e-001  9.3824861e+000  1.0906812e+000  1.0185273e+000  4.0386678e+000  2.2236886e+000
  2.9540658e-001  3.9871210e+000  9.6532206e-001  4.6572465e+000  4.5875961e+000  2.8186187e+000
  7.6282478e-001  4.5263967e+000  1.2726520e+000  2.0135216e-001  3.6069406e+000  4.5523684e+000
  9.2776151e-001  1.7004493e+000  1.0118734e+000  5.4090082e-001  5.1372098e+000  4.3723905e-001
  8.2518209e-001  3.3876478e+000  1.0430513e+000  3.1645130e+000  2.8987595e+000  2.2104336e+000
  8.6906432e-001  1.7947093e+000  1.9582219e+000  2.6224553e-001  4.2746010e+000  2.8961251e+000
  8.9618177e-001  2.4163866e+000  1.0274195e+000  1.5563477e+000  1.7619494e+000  3.3991559e+000
  4.2234399e-001  8.1453822e-001  8.6378325e-001  9.9356547e-003  2.1826837e+000  1.9283130e+000
  8.4282338e-001  5.3707765e+000  1.3915474e+000  2.9027321e+000  7.2504005e+000 -2.5364025e+000
  7.9929528e-001  6.1934310e+000  8.1721322e-001  3.6500419e-001  8.5965221e+000  3.2678316e+000
  9.2207915e-001  1.8090150e+000  1.2874703e+000  9.1848668e+000  2.0706120e+000  4.0473871e+000
  2.7225583e-001  2.4993128e+000  1.1827355e+000  4.7403936e-001  1.4762401e+000  3.8005663e+000
  7.0318584e-001  1.6307868e+000  1.5352478e+000  3.2756786e+000  3.9127560e+000  2.7535131e+000
  9.7652816e-001  2.9859451e+000  1.1704338e+000  5.4271007e-002  2.6953054e+000  1.2547549e+000
  3.9147531e-001  2.2880366e-001  1.0860854e+000  4.2604494e+000  8.7807970e+000  4.3353040e+000
  6.7180354e-001  4.4903797e+000  1.0615295e+000  2.8680940e+000  1.2712669e+001  2.6770983e+000
  4.8274814e-001  2.1018026e+000  1.4347510e+000  1.2188269e+000  5.1433532e+000 -1.9120309e-001
  5.4238242e-001  3.7542562e+000  1.3050620e+000  2.7743042e-001  7.2637046e+000  2.4786479e+000
  5.5336370e-001  8.4024236e-001  8.6916194e-001  1.2734154e-001  1.8701305e+000  3.7287440e+000
  4.4234015e-001  3.7962712e+000  7.6729918e-001  1.2057454e+000  8.0933078e+000  2.8480128e+000
  8.8037884e-001  7.0347365e+000  1.0861303e+000  1.3886982e+000  1.1411387e+001  4.1372561e+000
  7.4391368e-001  2.6219073e+000  1.1971715e+000  8.0438650e-001  2.7965191e+000  2.4929248e+000
  6.8934644e-001  2.8365115e+000  1.3099015e+000  1.8086317e+000  5.3891837e+000  2.1965370e+000
  5.4033156e-001  3.8990898e-001  1.3587506e+000  5.0532743e+000  2.7359518e+001  3.9875083e-001
  9.5723784e-001  1.5110894e+000  1.0285641e+000  3.3094588e-002  2.2496343e+000  1.6422649e+000
  8.6191450e-001  4.8101606e+000  8.7138754e-001  3.4954851e+000  5.6194511e+000  7.5976973e-001
  6.5781367e-001  5.0909053e+000  1.1316680e+000  1.5018693e+001  4.5843425e+000  4.2739625e-001
  5.3842014e-001  1.5679018e+000  7.1297507e-001  2.0099575e+000  8.9655405e+000 -5.8989268e-001
  6.8429902e-001  1.4990129e+000  1.2981737e+000  3.7216335e-003  5.2103903e+000  2.7610792e+000
  8.0496433e-001  1.1404523e+000  1.4327029e+000  2.7357670e-001  1.6417531e+000  4.1321712e+000
  4.8733316e-001  7.6671726e-001  8.7551246e-001  3.8412000e+000  6.4626808e+000  1.8445172e+000
  6.2775685e-001  2.5269988e+000  1.0915344e+000  8.7388190e-001  7.3784756e+000  3.8201202e+000
  5.3727942e-001  7.7782499e-001  1.5248951e+000  1.8272223e+000  4.3589520e+000  2.5556960e+000
  8.0056184e-001  6.5751664e+000  1.1500345e+000  2.4172932e+000  3.1904085e+000  2.6805299e+000
  6.3031372e-001  6.0052953e-001  1.0636960e+000  8.8075031e-002  4.6841391e+000  2.1568059e+000
  7.1771374e-001  3.6013602e+000  1.0107074e+000  4.0993508e+000  4.4449186e+000 -1.2901440e+000
  6.4071282e-001  2.6634463e+000  7.5267368e-001  6.8092802e+000  2.0925329e+000  1.9820406e+000
  6.1109741e-001  2.7400399e-001  7.5210339e-001  2.9590557e+000  7.8003204e-001 -1.3145812e+000
  7.1772493e-001  8.4673089e-001  1.0976809e+000  4.9549985e-001  5.8259892e+000  1.6665498e+000
  5.7609894e-001  1.6312581e+000  8.5657225e-001  3.2074977e+000  1.3071612e+001  2.4498902e+000
  7.0625648e-001  1.4842186e+001  1.0971933e+000  2.2004559e-001  4.8244456e+000  2.1235605e+000
  5.2149590e-001  3.2845543e-001  1.4004170e+000  7.4888704e-002  6.9954159e+000  1.1490807e+000
  5.8343332e-001  6.2405165e-001  1.1096238e+000  1.0343198e+001  2.5912536e+000 -8.9609593e-001
  7.6353146e-001  1.9191434e+000  1.4480461e+000  3.8362904e+000  8.4073666e+000 -9.8713875e-002
  5.9826887e-001  1.1523787e+000  7.2622091e-001  1.9612376e+000  3.9155314e-001  4.0782541e+000
  5.6415135e-001  1.0173825e+000  1.1767423e+000  2.3713741e-001  3.3320922e+000  4.9154681e+000
  8.4109409e-001  8.4570524e-001  1.0540012e+000  2.9080919e+000  2.6288367e+000 -1.1730700e+000
  4.2710330e-001  1.6278515e+000  8.9847323e-001  9.3143399e+000  7.7598044e+000  2.3454369e+000
  5.9598274e-001  9.4049378e+000  1.1548181e+000  7.9018911e-001  1.6944567e+000  8.5668866e-002
  8.8866545e-001  9.4337409e-001  8.8947193e-001  2.7383710e-001  2.7516292e+000  3.3251537e+000
  5.8272082e-001  1.3327039e-001  5.5591961e-001  5.0565636e-001  5.7393299e+000  2.3576777e+000
  6.1266502e-001  8.0346884e+000  9.8759359e-001  2.6370378e+000  3.8475653e+000  1.6588047e+000
  4.8241188e-001  2.0667737e+000  1.4232847e+000  5.2088288e-001  1.9831706e+000  1.6625126e+000
  9.3658205e-001  7.2082357e-001  9.9950530e-001  1.8422818e+001  1.9766037e+000  8.0308370e-001
  5.9234400e-001  2.9030606e+000  9.2177475e-001  2.8946642e+000  2.3507049e+000  1.2077962e-001
  5.9229735e-001  1.1377145e+000  1.0769430e+000  4.2208494e+000  5.9786605e+000  3.0098307e+000
  4.2301568e-001  4.7308989e-001  1.9110974e+000  1.3060252e-001  4.1995999e+000  1.4884196e+000
  6.3463818e-001  6.6269311e+000  8.9285377e-001  1.3309717e-001  3.1403860e+000 -4.3819508e-001
  6.4827153e-001  5.0167396e+000  9.8588778e-001  1.2323928e-001  4.8586128e+000  2.6878079e+000
  7.4500552e-001  2.0354267e+000  1.0594002e+000  1.3838922e-001  4.2520644e+000 -7.4171087e-002
  5.6865329e-001  2.1017290e+000  1.0164857e+000  2.3696522e+000  4.2633682e+000  1.0009765e+000
  6.3303642e-001  3.7083190e+000  1.2637163e+000  1.6065425e-001  3.6306484e+000  2.6335649e+000
  7.2079321e-001  2.9829988e+000  9.1027525e-001  6.1895099e-002  3.1794525e+000  1.4149887e-001
  8.0986183e-001  5.2962068e+000  9.8757766e-001  2.8250023e+000  1.0321850e+001  3.9666639e+000
  5.6678567e-001  2.8056129e+000  9.3892544e-001  1.1186161e+000  2.3868853e+000  2.3580519e+000
  5.9318632e-001  6.1309065e+000  1.0728726e+000  1.7402237e-001  5.5458288e+000  3.9934745e+000
  9.7293687e-001  9.0499172e-001  1.1209185e+000  1.8097241e+000  6.8664542e+000 -1.4718709e+000
  4.7646334e-001  1.2671902e+000  9.1636727e-001  1.7668119e+000  8.0296342e+000  2.2365984e+000
  8.8281086e-001  4.5047753e+000  7.2891451e-001  1.4710854e+000  2.8807548e+000  2.5840757e+000
  7.3149984e-001  8.0245015e-002  1.1708124e+000  1.6826576e-001  1.7739884e+000  1.9732243e+000
  6.7857356e-001  9.6475638e-002  9.7882098e-001  2.1294062e-002  4.2786020e+000  6.7048286e+000
  5.2464153e-001  1.5318440e+000  1.1860263e+000  5.2226867e-001  9.0159241e+000  4.0309210e+000
